event_id,case_id,timestamp,event_type,user,device,source_ip,destination,process,severity,source,label,description
GEN0067-E2,GEN0067,2026-01-25 01:33:00,process_start,jordan39,laptop-96,10.0.5.149,laptop-96,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0067-E3,GEN0067,2026-01-25 01:58:00,dns_query,jordan39,laptop-96,10.0.5.149,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0067-E4,GEN0067,2026-01-25 01:17:00,analyst_note,jordan39,laptop-96,10.0.5.149,n/a,n/a,low,analyst_notes,context,a maintenance ticket authorizes this exact time window
GEN0068-E1,GEN0068,2026-07-11 22:42:00,login_success,avery65,vm-21,10.0.8.91,vpn-gateway,vpn-client,medium,auth_log,benign,avery65 (IT admin) logs in from the internal corporate network
GEN0068-E2,GEN0068,2026-07-11 22:06:00,process_start,avery65,vm-21,10.0.8.91,vm-21,powershell.exe,medium,endpoint_log,benign,powershell starts to run a scheduled patch process
GEN0068-E3,GEN0068,2026-07-11 22:21:00,dns_query,avery65,vm-21,10.0.8.91,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0068-E4,GEN0068,2026-07-11 22:26:00,analyst_note,avery65,vm-21,10.0.8.91,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0069-E1,GEN0069,2026-02-11 22:20:00,login_success,morgan94,vm-80,10.0.1.118,vpn-gateway,vpn-client,medium,auth_log,benign,morgan94 (IT admin) logs in from the internal corporate network
GEN0069-E2,GEN0069,2026-02-11 22:07:00,process_start,morgan94,vm-80,10.0.1.118,vm-80,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0069-E3,GEN0069,2026-02-11 22:55:00,dns_query,morgan94,vm-80,10.0.1.118,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0069-E4,GEN0069,2026-02-11 22:32:00,analyst_note,morgan94,vm-80,10.0.1.118,n/a,n/a,low,analyst_notes,context,a maintenance ticket authorizes this exact time window
GEN0070-E1,GEN0070,2026-09-12 23:40:00,login_success,reese79,vm-62,10.0.1.50,vpn-gateway,vpn-client,medium,auth_log,benign,reese79 (IT admin) logs in from the internal corporate network
GEN0070-E2,GEN0070,2026-09-12 23:28:00,process_start,reese79,vm-62,10.0.1.50,vm-62,powershell.exe,medium,endpoint_log,benign,powershell starts to run a scheduled patch process
GEN0070-E3,GEN0070,2026-09-12 23:13:00,dns_query,reese79,vm-62,10.0.1.50,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0070-E4,GEN0070,2026-09-12 23:17:00,analyst_note,reese79,vm-62,10.0.1.50,n/a,n/a,low,analyst_notes,context,a maintenance ticket authorizes this exact time window
GEN0071-E1,GEN0071,2026-11-20 01:45:00,login_success,morgan66,vm-25,10.0.1.251,vpn-gateway,vpn-client,medium,auth_log,benign,morgan66 (IT admin) logs in from the internal corporate network
GEN0071-E2,GEN0071,2026-11-20 01:10:00,process_start,morgan66,vm-25,10.0.1.251,vm-25,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0071-E3,GEN0071,2026-11-20 01:35:00,dns_query,morgan66,vm-25,10.0.1.251,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0071-E4,GEN0071,2026-11-20 01:00:00,analyst_note,morgan66,vm-25,10.0.1.251,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0072-E1,GEN0072,2026-03-16 22:32:00,login_success,jordan38,laptop-69,10.0.2.167,vpn-gateway,vpn-client,medium,auth_log,benign,jordan38 (IT admin) logs in from the internal corporate network
GEN0072-E2,GEN0072,2026-03-16 22:45:00,process_start,jordan38,laptop-69,10.0.2.167,laptop-69,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0072-E3,GEN0072,2026-03-16 22:26:00,dns_query,jordan38,laptop-69,10.0.2.167,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0072-E4,GEN0072,2026-03-16 22:53:00,analyst_note,jordan38,laptop-69,10.0.2.167,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0073-E1,GEN0073,2026-04-20 01:55:00,login_success,quinn41,vm-80,10.0.3.100,vpn-gateway,vpn-client,medium,auth_log,benign,quinn41 (IT admin) logs in from the internal corporate network
GEN0073-E2,GEN0073,2026-04-20 01:04:00,process_start,quinn41,vm-80,10.0.3.100,vm-80,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0073-E3,GEN0073,2026-04-20 01:49:00,dns_query,quinn41,vm-80,10.0.3.100,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0073-E4,GEN0073,2026-04-20 01:50:00,analyst_note,quinn41,vm-80,10.0.3.100,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0074-E1,GEN0074,2026-05-27 23:55:00,login_success,casey74,server-10,10.0.5.187,vpn-gateway,vpn-client,medium,auth_log,benign,casey74 (IT admin) logs in from the internal corporate network
GEN0074-E2,GEN0074,2026-05-27 23:09:00,process_start,casey74,server-10,10.0.5.187,server-10,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0074-E3,GEN0074,2026-05-27 23:34:00,dns_query,casey74,server-10,10.0.5.187,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0074-E4,GEN0074,2026-05-27 23:30:00,analyst_note,casey74,server-10,10.0.5.187,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0075-E1,GEN0075,2026-04-23 01:36:00,login_success,casey80,vm-68,10.0.6.224,vpn-gateway,vpn-client,medium,auth_log,benign,casey80 (IT admin) logs in from the internal corporate network
GEN0075-E2,GEN0075,2026-04-23 01:24:00,process_start,casey80,vm-68,10.0.6.224,vm-68,powershell.exe,medium,endpoint_log,benign,powershell starts to run a scheduled patch process
GEN0075-E3,GEN0075,2026-04-23 01:54:00,dns_query,casey80,vm-68,10.0.6.224,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0075-E4,GEN0075,2026-04-23 01:49:00,analyst_note,casey80,vm-68,10.0.6.224,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0076-E1,GEN0076,2026-11-05 23:02:00,login_success,alex50,vm-58,10.0.7.171,vpn-gateway,vpn-client,medium,auth_log,benign,alex50 (IT admin) logs in from the internal corporate network
GEN0076-E2,GEN0076,2026-11-05 23:08:00,process_start,alex50,vm-58,10.0.7.171,vm-58,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0076-E3,GEN0076,2026-11-05 23:55:00,dns_query,alex50,vm-58,10.0.7.171,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0076-E4,GEN0076,2026-11-05 23:06:00,analyst_note,alex50,vm-58,10.0.7.171,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0077-E1,GEN0077,2026-11-05 00:30:00,login_success,jordan77,vm-11,10.0.3.106,vpn-gateway,vpn-client,medium,auth_log,benign,jordan77 (IT admin) logs in from the internal corporate network
GEN0077-E2,GEN0077,2026-11-05 00:50:00,process_start,jordan77,vm-11,10.0.3.106,vm-11,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0077-E3,GEN0077,2026-11-05 00:21:00,dns_query,jordan77,vm-11,10.0.3.106,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0077-E4,GEN0077,2026-11-05 00:39:00,analyst_note,jordan77,vm-11,10.0.3.106,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0078-E1,GEN0078,2026-06-21 23:55:00,login_success,reese20,server-96,10.0.7.246,vpn-gateway,vpn-client,medium,auth_log,benign,reese20 (IT admin) logs in from the internal corporate network
GEN0078-E2,GEN0078,2026-06-21 23:34:00,process_start,reese20,server-96,10.0.7.246,server-96,powershell.exe,medium,endpoint_log,benign,powershell starts to run a scheduled patch process
GEN0078-E3,GEN0078,2026-06-21 23:39:00,dns_query,reese20,server-96,10.0.7.246,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0078-E4,GEN0078,2026-06-21 23:04:00,analyst_note,reese20,server-96,10.0.7.246,n/a,n/a,low,analyst_notes,context,a maintenance ticket authorizes this exact time window
GEN0079-E1,GEN0079,2026-02-25 00:28:00,login_success,reese97,server-39,10.0.2.113,vpn-gateway,vpn-client,medium,auth_log,benign,reese97 (IT admin) logs in from the internal corporate network
GEN0079-E2,GEN0079,2026-02-25 00:10:00,process_start,reese97,server-39,10.0.2.113,server-39,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0079-E3,GEN0079,2026-02-25 00:57:00,dns_query,reese97,server-39,10.0.2.113,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0079-E4,GEN0079,2026-02-25 00:01:00,analyst_note,reese97,server-39,10.0.2.113,n/a,n/a,low,analyst_notes,context,a maintenance ticket authorizes this exact time window
GEN0080-E1,GEN0080,2026-03-08 23:36:00,login_success,casey17,server-55,10.0.6.112,vpn-gateway,vpn-client,medium,auth_log,benign,casey17 (IT admin) logs in from the internal corporate network
GEN0080-E2,GEN0080,2026-03-08 23:43:00,process_start,casey17,server-55,10.0.6.112,server-55,powershell.exe,medium,endpoint_log,benign,powershell starts to run a scheduled patch process
GEN0080-E3,GEN0080,2026-03-08 23:10:00,dns_query,casey17,server-55,10.0.6.112,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0080-E4,GEN0080,2026-03-08 23:11:00,analyst_note,casey17,server-55,10.0.6.112,n/a,n/a,low,analyst_notes,context,a maintenance ticket authorizes this exact time window
GEN0081-E1,GEN0081,2026-08-21 13:29:00,login_success,avery58,workstation-73,10.0.3.61,internal-vpn,vpn-client,low,auth_log,benign,avery58 logs in normally during work hours
GEN0081-E2,GEN0081,2026-08-21 13:16:00,file_access,avery58,workstation-73,10.0.3.61,client-database,explorer.exe,high,file_audit_log,suspicious,"an unusually large download of files occurs, outside normal job duties"
GEN0081-E3,GEN0081,2026-08-21 13:57:00,network_upload,avery58,workstation-73,10.0.3.61,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0081-E4,GEN0081,2026-08-21 13:51:00,analyst_note,avery58,workstation-73,10.0.3.61,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0081-E5,GEN0081,2026-08-21 13:29:00,analyst_note,avery58,workstation-73,10.0.3.61,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0082-E1,GEN0082,2026-06-19 13:40:00,login_success,morgan96,workstation-19,10.0.8.243,internal-vpn,vpn-client,low,auth_log,benign,morgan96 logs in normally during work hours
GEN0082-E2,GEN0082,2026-06-19 13:27:00,file_access,morgan96,workstation-19,10.0.8.243,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0082-E3,GEN0082,2026-06-19 13:29:00,network_upload,morgan96,workstation-19,10.0.8.243,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0082-E4,GEN0082,2026-06-19 13:54:00,analyst_note,morgan96,workstation-19,10.0.8.243,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0082-E5,GEN0082,2026-06-19 13:19:00,analyst_note,morgan96,workstation-19,10.0.8.243,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0083-E1,GEN0083,2026-10-12 18:18:00,login_success,taylor59,vm-23,10.0.4.99,internal-vpn,vpn-client,low,auth_log,benign,taylor59 logs in normally during work hours
GEN0083-E2,GEN0083,2026-10-12 18:44:00,file_access,taylor59,vm-23,10.0.4.99,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0083-E3,GEN0083,2026-10-12 18:01:00,network_upload,taylor59,vm-23,10.0.4.99,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0083-E4,GEN0083,2026-10-12 18:53:00,analyst_note,taylor59,vm-23,10.0.4.99,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0083-E5,GEN0083,2026-10-12 18:42:00,analyst_note,taylor59,vm-23,10.0.4.99,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0084-E1,GEN0084,2026-10-24 16:53:00,login_success,riley45,laptop-82,10.0.1.235,internal-vpn,vpn-client,low,auth_log,benign,riley45 logs in normally during work hours
GEN0084-E2,GEN0084,2026-10-24 16:57:00,file_access,riley45,laptop-82,10.0.1.235,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0084-E3,GEN0084,2026-10-24 16:49:00,network_upload,riley45,laptop-82,10.0.1.235,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0084-E4,GEN0084,2026-10-24 16:51:00,analyst_note,riley45,laptop-82,10.0.1.235,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0084-E5,GEN0084,2026-10-24 16:14:00,analyst_note,riley45,laptop-82,10.0.1.235,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0085-E1,GEN0085,2026-05-22 11:40:00,login_success,avery55,workstation-91,10.0.4.160,internal-vpn,vpn-client,low,auth_log,benign,avery55 logs in normally during work hours
GEN0085-E2,GEN0085,2026-05-22 11:06:00,file_access,avery55,workstation-91,10.0.4.160,client-database,explorer.exe,high,file_audit_log,suspicious,"an unusually large download of files occurs, outside normal job duties"
GEN0085-E3,GEN0085,2026-05-22 11:19:00,network_upload,avery55,workstation-91,10.0.4.160,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0085-E4,GEN0085,2026-05-22 11:50:00,analyst_note,avery55,workstation-91,10.0.4.160,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0085-E5,GEN0085,2026-05-22 11:28:00,analyst_note,avery55,workstation-91,10.0.4.160,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0086-E1,GEN0086,2026-05-11 15:11:00,login_success,alex84,server-26,10.0.2.234,internal-vpn,vpn-client,low,auth_log,benign,alex84 logs in normally during work hours
GEN0086-E2,GEN0086,2026-05-11 15:12:00,file_access,alex84,server-26,10.0.2.234,client-database,explorer.exe,high,file_audit_log,suspicious,"an unusually large download of files occurs, outside normal job duties"
GEN0086-E3,GEN0086,2026-05-11 15:50:00,network_upload,alex84,server-26,10.0.2.234,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0086-E4,GEN0086,2026-05-11 15:34:00,analyst_note,alex84,server-26,10.0.2.234,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0086-E5,GEN0086,2026-05-11 15:56:00,analyst_note,alex84,server-26,10.0.2.234,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0087-E1,GEN0087,2026-08-26 13:47:00,login_success,casey77,server-31,10.0.5.235,internal-vpn,vpn-client,low,auth_log,benign,casey77 logs in normally during work hours
GEN0087-E2,GEN0087,2026-08-26 13:55:00,file_access,casey77,server-31,10.0.5.235,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0087-E3,GEN0087,2026-08-26 13:51:00,network_upload,casey77,server-31,10.0.5.235,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0087-E4,GEN0087,2026-08-26 13:07:00,analyst_note,casey77,server-31,10.0.5.235,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0087-E5,GEN0087,2026-08-26 13:29:00,analyst_note,casey77,server-31,10.0.5.235,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0088-E1,GEN0088,2026-09-12 10:50:00,login_success,jordan28,workstation-96,10.0.7.249,internal-vpn,vpn-client,low,auth_log,benign,jordan28 logs in normally during work hours
GEN0088-E2,GEN0088,2026-09-12 10:25:00,file_access,jordan28,workstation-96,10.0.7.249,client-database,explorer.exe,high,file_audit_log,suspicious,"an unusually large download of files occurs, outside normal job duties"
GEN0088-E3,GEN0088,2026-09-12 10:16:00,network_upload,jordan28,workstation-96,10.0.7.249,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0088-E4,GEN0088,2026-09-12 10:34:00,analyst_note,jordan28,workstation-96,10.0.7.249,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0088-E5,GEN0088,2026-09-12 10:07:00,analyst_note,jordan28,workstation-96,10.0.7.249,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0089-E1,GEN0089,2026-11-12 10:43:00,login_success,quinn57,server-84,10.0.7.212,internal-vpn,vpn-client,low,auth_log,benign,quinn57 logs in normally during work hours
GEN0089-E2,GEN0089,2026-11-12 10:14:00,file_access,quinn57,server-84,10.0.7.212,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0089-E3,GEN0089,2026-11-12 10:01:00,network_upload,quinn57,server-84,10.0.7.212,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0089-E4,GEN0089,2026-11-12 10:39:00,analyst_note,quinn57,server-84,10.0.7.212,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0089-E5,GEN0089,2026-11-12 10:56:00,analyst_note,quinn57,server-84,10.0.7.212,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0090-E1,GEN0090,2026-08-23 13:41:00,login_success,drew51,workstation-92,10.0.2.164,internal-vpn,vpn-client,low,auth_log,benign,drew51 logs in normally during work hours
GEN0090-E2,GEN0090,2026-08-23 13:26:00,file_access,drew51,workstation-92,10.0.2.164,client-database,explorer.exe,high,file_audit_log,suspicious,"an unusually large download of files occurs, outside normal job duties"
GEN0090-E3,GEN0090,2026-08-23 13:08:00,network_upload,drew51,workstation-92,10.0.2.164,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0090-E4,GEN0090,2026-08-23 13:02:00,analyst_note,drew51,workstation-92,10.0.2.164,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0090-E5,GEN0090,2026-08-23 13:02:00,analyst_note,drew51,workstation-92,10.0.2.164,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0091-E1,GEN0091,2026-09-05 15:29:00,login_success,morgan73,laptop-22,10.0.4.229,internal-vpn,vpn-client,low,auth_log,benign,morgan73 logs in normally during work hours
GEN0091-E2,GEN0091,2026-09-05 15:23:00,file_access,morgan73,laptop-22,10.0.4.229,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0091-E3,GEN0091,2026-09-05 15:37:00,network_upload,morgan73,laptop-22,10.0.4.229,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0091-E4,GEN0091,2026-09-05 15:47:00,analyst_note,morgan73,laptop-22,10.0.4.229,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0091-E5,GEN0091,2026-09-05 15:46:00,analyst_note,morgan73,laptop-22,10.0.4.229,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0092-E1,GEN0092,2026-05-02 14:13:00,login_success,sam63,laptop-72,10.0.7.242,internal-vpn,vpn-client,low,auth_log,benign,sam63 logs in normally during work hours
GEN0092-E2,GEN0092,2026-05-02 14:28:00,file_access,sam63,laptop-72,10.0.7.242,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0092-E3,GEN0092,2026-05-02 14:15:00,network_upload,sam63,laptop-72,10.0.7.242,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0092-E4,GEN0092,2026-05-02 14:54:00,analyst_note,sam63,laptop-72,10.0.7.242,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0092-E5,GEN0092,2026-05-02 14:23:00,analyst_note,sam63,laptop-72,10.0.7.242,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0093-E1,GEN0093,2026-07-09 12:07:00,login_success,jordan97,server-79,10.0.6.17,internal-vpn,vpn-client,low,auth_log,benign,jordan97 logs in normally during work hours
GEN0093-E2,GEN0093,2026-07-09 12:54:00,file_access,jordan97,server-79,10.0.6.17,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0093-E3,GEN0093,2026-07-09 12:05:00,network_upload,jordan97,server-79,10.0.6.17,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0093-E4,GEN0093,2026-07-09 12:42:00,analyst_note,jordan97,server-79,10.0.6.17,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0093-E5,GEN0093,2026-07-09 12:13:00,analyst_note,jordan97,server-79,10.0.6.17,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0094-E1,GEN0094,2026-03-26 18:13:00,login_success,reese91,laptop-16,10.0.6.64,internal-vpn,vpn-client,low,auth_log,benign,reese91 logs in normally during work hours
GEN0094-E2,GEN0094,2026-03-26 18:04:00,file_access,reese91,laptop-16,10.0.6.64,client-database,explorer.exe,high,file_audit_log,suspicious,"an unusually large download of files occurs, outside normal job duties"
GEN0094-E3,GEN0094,2026-03-26 18:37:00,network_upload,reese91,laptop-16,10.0.6.64,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0094-E4,GEN0094,2026-03-26 18:13:00,analyst_note,reese91,laptop-16,10.0.6.64,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0094-E5,GEN0094,2026-03-26 18:52:00,analyst_note,reese91,laptop-16,10.0.6.64,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0095-E1,GEN0095,2026-03-05 17:16:00,login_success,rowan39,server-28,10.0.1.72,internal-vpn,vpn-client,low,auth_log,benign,rowan39 logs in normally during work hours
GEN0095-E2,GEN0095,2026-03-05 17:51:00,file_access,rowan39,server-28,10.0.1.72,client-database,explorer.exe,high,file_audit_log,suspicious,"an unusually large download of files occurs, outside normal job duties"
GEN0095-E3,GEN0095,2026-03-05 17:07:00,network_upload,rowan39,server-28,10.0.1.72,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0095-E4,GEN0095,2026-03-05 17:42:00,analyst_note,rowan39,server-28,10.0.1.72,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0095-E5,GEN0095,2026-03-05 17:55:00,analyst_note,rowan39,server-28,10.0.1.72,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0096-E1,GEN0096,2026-06-01 11:16:00,login_success,alex26,laptop-55,10.0.4.152,internal-vpn,vpn-client,low,auth_log,benign,alex26 logs in normally during work hours
GEN0096-E2,GEN0096,2026-06-01 11:03:00,file_access,alex26,laptop-55,10.0.4.152,client-database,explorer.exe,high,file_audit_log,suspicious,"an unusually large download of files occurs, outside normal job duties"
GEN0096-E3,GEN0096,2026-06-01 11:47:00,network_upload,alex26,laptop-55,10.0.4.152,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0096-E4,GEN0096,2026-06-01 11:26:00,analyst_note,alex26,laptop-55,10.0.4.152,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0096-E5,GEN0096,2026-06-01 11:33:00,analyst_note,alex26,laptop-55,10.0.4.152,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0097-E1,GEN0097,2026-10-04 16:32:00,login_success,jordan18,vm-67,10.0.6.133,internal-vpn,vpn-client,low,auth_log,benign,jordan18 logs in normally during work hours
GEN0097-E2,GEN0097,2026-10-04 16:14:00,file_access,jordan18,vm-67,10.0.6.133,client-database,explorer.exe,high,file_audit_log,suspicious,"an unusually large download of files occurs, outside normal job duties"
GEN0097-E3,GEN0097,2026-10-04 16:46:00,network_upload,jordan18,vm-67,10.0.6.133,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0097-E4,GEN0097,2026-10-04 16:50:00,analyst_note,jordan18,vm-67,10.0.6.133,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0097-E5,GEN0097,2026-10-04 16:58:00,analyst_note,jordan18,vm-67,10.0.6.133,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0098-E1,GEN0098,2026-08-13 15:43:00,login_success,rowan94,server-68,10.0.1.17,internal-vpn,vpn-client,low,auth_log,benign,rowan94 logs in normally during work hours
GEN0098-E2,GEN0098,2026-08-13 15:06:00,file_access,rowan94,server-68,10.0.1.17,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0098-E3,GEN0098,2026-08-13 15:45:00,network_upload,rowan94,server-68,10.0.1.17,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0098-E4,GEN0098,2026-08-13 15:58:00,analyst_note,rowan94,server-68,10.0.1.17,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0098-E5,GEN0098,2026-08-13 15:28:00,analyst_note,rowan94,server-68,10.0.1.17,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0099-E1,GEN0099,2026-03-09 18:40:00,login_success,jordan20,server-87,10.0.3.18,internal-vpn,vpn-client,low,auth_log,benign,jordan20 logs in normally during work hours
GEN0099-E2,GEN0099,2026-03-09 18:37:00,file_access,jordan20,server-87,10.0.3.18,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0099-E3,GEN0099,2026-03-09 18:24:00,network_upload,jordan20,server-87,10.0.3.18,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0099-E4,GEN0099,2026-03-09 18:38:00,analyst_note,jordan20,server-87,10.0.3.18,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0099-E5,GEN0099,2026-03-09 18:33:00,analyst_note,jordan20,server-87,10.0.3.18,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0100-E1,GEN0100,2026-11-21 17:46:00,login_success,morgan68,vm-22,10.0.2.220,internal-vpn,vpn-client,low,auth_log,benign,morgan68 logs in normally during work hours
